,index,Book,Author,Image,Year,Description,Buy,Topics,Value
837,51,The Pleasure of His Company,Lindsay Evans,https://m.media-amazon.com/images/I/91bo+Vk7CwL._AC_UY218_.jpg,2017,"A taste of paradise
 
 For two weeks each year, Kingsley Diallo puts aside his responsibilities as CEO of a multibillion-dollar company and heads to Aruba. It's his chance to surf, unwind and enjoy the anonymity of just blending into a crowd. Then one day he sees Adah Palmer-Mitchell on the edge of the beach and wants to make a meaningful connection with her. Instinct tells him she's keeping a secret, but the stunning island setting and Adah's sensual beauty are an irresistible combination...
 
 Disillusioned by romance, Adah agreed to an engagement to bolster her parents' business interests. Suddenly that love-free arrangement is a sacrifice she's not sure she can make. Handsome, charismatic and confident, Kingsley awakens her dormant desires, tantalizing her with the possibility of a passionate future. As their dangerous game of attraction escalates, can she choose between family loyalty...and the call of her heart?",https://www.amazon.com/Pleasure-Company-Miami-Strong-Book-ebook/dp/B01LLPCDB6/ref=sr_1_1?dchild=1&keywords=The+Pleasure+of+His+Company+Lindsay+Evans&qid=1615775327&s=books&sr=1-1,Adult Romance,1
838,52,His Princess by Christmas,Therese Beharrie,https://m.media-amazon.com/images/I/91mj7TCnDkL._AC_UY218_.jpg,2020,"When single mom...
 
 ...meets crown prince!
 
 Amari Hayes just knew hiring the mysterious Kade would be nothing but trouble. But with Christmas approaching, she needs the help, and there was something about the tall, dark and handsome guy that called to her. Kade is running from something, a painful secret, and Amari knows that feeling all too well... After one incredible kiss, Kade's secret is about to be revealed! Is Amari prepared for the royal consequences?
 
 From Harlequin Romance: Be swept away by glamorous and heartfelt love stories.",https://www.amazon.com/His-Princess-Christmas-Harlequin-Romance-ebook/dp/B086MZ4X94/ref=sr_1_1?dchild=1&keywords=His+Princess+by+Christmas+Therese+Beharrie&qid=1615775410&s=books&sr=1-1,Adult Romance,1
839,53,The Bewildered Bride,Vanessa Riley,https://m.media-amazon.com/images/I/91osJDZz36L._AC_UY218_.jpg,2019,"Ruth Croome, a Blackamoor heiress, was supposed to get married in a gorgeous wedding gown, made from her father's exquisite fabrics. Instead, they eloped to Gretna Green and upon returning, their carriage was beset by highwaymen and she witnessed the murder of her new husband. Now, four years later, with a child, she wants to move on with her life. A marriage of convenience will do. Ruth already had a love for the ages.
 
 Adam Wilky is really the heir to the Wycliff barony--which he never told Ruth. Too much danger. So many secrets. When he was nearly beaten to death and sold into impressment, he thought Ruth had died, too. Ready for revenge, he finally returns and discovers Ruth alive--with a son who could only be his--and she is furious to discover he lied to her. Now it'll take more than remembered passion if he hopes to win his reluctant wife back...",https://www.amazon.com/Bewildered-Bride-Advertisements-Love-Book-ebook/dp/B07SQLPT9Q/ref=sr_1_1?dchild=1&keywords=The+Bewildered+Bride+Vanessa+Riley&qid=1615775462&s=books&sr=1-1,Adult Romance,1
840,54,Tender to His Touch,Adrianne Byrd,https://m.media-amazon.com/images/I/514tDKTgDFL._AC_UY218_.jpg,2009,"Hollington Homecoming Queen Beverly Turner is pulling out all the stops for her ten-year reunion. The trendy designer's first order of business is to let loose and have some fun. And her wish just might come true when she meets Lucius Gray. The hunky, high-powered Atlanta attorney is looking for the same thing she is: a sexy fling with no strings.
 
 Lucius needs a time-out from his workaholic life, and the chic, sensual designer more than fits the bill. Like Beverly, the single father has been burned by love. But Beverly is arousing feelings that are making him long to turn their sizzling affair into a lifetime of passion. If she'll let him, he'll give her the happy ending she deserves and prove to this unforgettable woman that there is life--and love--after college...",https://www.amazon.com/Tender-Touch-Hollington-Homecoming-Book-ebook/dp/B002WEPEMQ/ref=sr_1_1?dchild=1&keywords=Tender+to+His+Touch+Adrianne+Byrd&qid=1615775521&s=books&sr=1-1,Adult Romance,1
843,57,Blame It on the Billionaire,Naima Simone,https://m.media-amazon.com/images/I/81tYUQswJOL._AC_UY218_.jpg,2020,"One night in a blackout leads to a fake engagement between an assistant and her boss in this Blackout Billionaires novel by USA TODAY bestselling author Naima Simone.
 
 Executive assistant Nadia Jordan has long had a secret crush on CEO Grayson Chandler, but the start-up billionaire doesn't even know she exists. When she falls into his arms at the Du Sable Gala, and the lights go out in a citywide blackout, one kiss leads to a night of soul-stealing passion. And what happens in the dark never stays in the dark...
 
 Because Grayson sees his chance to evade his matchmaking mother by making a proposal Nadia can't refuseshe'll be his fake fiance! As she steps into Grayson's privileged Chicago world, will his mother and vengeful ex destroy her dreams? Or will her fake fianc make those dreams a reality?",https://www.amazon.com/Blame-Billionaire-Blackout-Billionaires-Book-ebook/dp/B07WRLSRS3/ref=sr_1_2?dchild=1&keywords=Blame+It+on+the+Billionaire+Naima+Simone&qid=1615775744&s=books&sr=1-2,Adult Romance,1
844,58,Falling for His Convenient Queen,Therese Beharrie,https://m.media-amazon.com/images/I/81OWeUUKhpL._AC_UY218_.jpg,2018,"Conveniently Wed, Royally Bound...
 
 ...until the queen melted the king's heart
 
 King Zacchaeus's plan to marry Princess Nalini was purely to secure the alliance between their kingdoms--but his bride has ulterior motives! Nalini has no intention of settling for anything less than love, and she'll enjoy every second of challenging the reluctant king to open his heart.",https://www.amazon.com/Falling-Convenient-Queen-Conveniently-Royally-ebook/dp/B073ZFDBL1/ref=sr_1_1?dchild=1&keywords=Falling+for+His+Convenient+Queen+Therese+Beharrie&qid=1615775817&s=books&sr=1-1,Adult Romance,1
845,59,No Hiding for The Guilty,Vanessa Riley,https://m.media-amazon.com/images/I/81NfHg07CeL._AC_UY218_.jpg,2017,"What if superheroes were mortals who lived and loved during the Regency? The Heart of a Hero Series tells all.
 
 The military leaders of the fraught Almeida Siege are dying, but not fast enough for a chef with a grudge to bear and axes to sharpen. Using her position as cook to the famed inventor, Lord Hartland, Isadel Armijo learns that one of the butchers responsible for slaughtering her family will sup at Hartland Abbey at month's end. The chef is determined to serve the guilty man his last meal, one with a cake possessing a controlled detonation so she can watch him die. Only one person can teach her how to whip eggs with black powder, Wellington's hulking explosives expert, Hugh Bannerman. Can she persuade the recluse to return to society to help avenge her family with a dessert to-die-for?
 
 With his soul in torture for the lives his actions have decimated, the hulking Hugh Bannerman is convinced his sins have manifested into leprosy. As the surviving member of his family, how can he take his place in society knowing his uncontrollable anger increases the spots discoloring his skin and puts others at risk? No, he'll remain in hiding until the Almeida Killer finds him or the incorrigible chef Isadel causes too much trouble, concocting a deadlier course, one part hope, a sprinkle of crazy, and a maddening sauce of desire.
 
 Can two very different people find the recipe to right the wrongs of the past or forever remain prisoners to guilt?",https://www.amazon.com/Hiding-Guilty-Heart-Hero-Book-ebook/dp/B072F2XK6N/ref=sr_1_1?dchild=1&keywords=No+Hiding+for+The+Guilty+Vanessa+Riley&qid=1615775889&s=books&sr=1-1,Adult Romance,1
847,61,Stay With Me,Alexandria House,https://m.media-amazon.com/images/I/81Cugx69xQL._AC_UY218_.jpg,2017,"Twice unlucky in love, natural hair vlogger, Angela Strickland, has settled into a life centered around avoiding men and relationships like the plague. Unwilling to risk another broken heart, she resigns herself to being a perpetually single woman.
 
 Corporate man and self-professed womanizer, Ryan Boy, doesn't believe in relationships or love and thinks anyone who does is a fool. But there's just something about Angela Strickland he can't shake...
 
 When these two cross paths, their attraction to one another is undeniable. Will they find that the love they've both evaded is exactly what they both need?",https://www.amazon.com/Stay-Me-Strickland-Sisters-Book-ebook/dp/B072FGX91V/ref=sr_1_1?dchild=1&keywords=Stay+With+Me+Alexandria+House&qid=1615776028&s=books&sr=1-1,Adult Romance,1
848,62,Along for the Ride,Mimi Grace,https://m.media-amazon.com/images/I/81TyjvPOS+L._AC_UY218_.jpg,2019,"This road to love may have a few speed bumps...
 
 Former hot mess Jolene Baxter is committed to doing better. It's why she offered to help her sister and brother-in-law move across the country. However, her goodwill is tested when last minute changesmainly her father ditching her for an all-expenses paid vacationforces her to make the journey with a man who is the human version of a pebble in her shoe.
 
 Jason Akana operates on lists and bitter coffee, but none of those things will help him on a sixteen-hour trip with the most infuriating woman. Maybe they can get along and forget their heated confrontation five years ago at his best friend's wedding...when pigs fly.
 
 But the addition of vehicle problems, an unplanned pit stop in a small town, and chemistry that inconveniently tags along, shifts their perspectives. And once the dust settles after their trip, a tentative friendship emerges. Will these two stubborn people successfully navigate the unexpected feelings that follow close behind? Or will they hit a roadblock before reaching happily ever after?",https://www.amazon.com/Along-Ride-Mimi-Grace-ebook/dp/B07RZPYRTW/ref=sr_1_1?dchild=1&keywords=Along+for+the+Ride+Mimi+Grace&qid=1615776096&s=books&sr=1-1,Adult Romance,1
852,66,Something Borrowed,Lena Hart,https://m.media-amazon.com/images/I/81Sswt-yk9L._AC_UY218_.jpg,2017,"Resident bad boy Jackson Matoa is not very good at expressing his feelings. Especially when those feelings include an inexplicable desire toward his brother's widow. And if the blow from his young brother's death wasn't enough to break him, the guilt of his unwavering lust for his sister-in-law just might...
 
 Despite her best efforts, Truth Richards can't seem to make sense of her feelings for her insufferable brother-in-law. She's certainly not willing to admit just how deep those feelings run. With one phone call, Truth finds herself returning to Cedar Bend and forcing her way back into Jackson's life.
 
 Yet with the pain of their loss still fresh, can these two broken hearts borrow each other's strength to find happiness with each other? Or will their guilt and grief push them further apart?",https://www.amazon.com/Something-Borrowed-Brides-Cedar-Bend-ebook/dp/B078MXBTZR/ref=sr_1_1?dchild=1&keywords=Something+Borrowed+Lena+Hart&qid=1615776340&s=digital-text&sr=1-1,Adult Romance,1
